pr_number;created_at;merged_at;time_to_merge_hours;changed_files;lines_changed;total_comments;total_reviews;pr_title;pr_body;has_changes_requested;main_module;cross_modules;labels_list;inferred_task_type;commit_messages
140027;2025-12-29T16:14:02Z;2026-01-22T10:42:18Z;570,47;7;492;10;5;ESQL: Fix `INLINE STATS GROUP BY null` being incorrectly pruned;This PR fixes the issue where INLINE STATS GROUP BY null was being incorrectly pruned by PruneLeftJoinOnNullMatchingField.Fixes #139887ProblemFor query:FROM employees| INLINE STATS c = COUNT(*) BY n = null| KEEP c, n| LIMIT 3During LogicalPlanOptimizer:Limit[3[INTEGER],false,false]\_EsqlProject[[c{r}#2, n{r}#4]]  \_InlineJoin[LEFT,[n{r}#4],[n{r}#4]]    |_Eval[[null[NULL] AS n#4]]    | \_EsRelation[employees][<no-fields>{r$}#7]    \_Aggregate[[n{r}#4],[COUNT(*[KEYWORD],true[BOOLEAN],PT0S[TIME_DURATION]) AS c#2, n{r}#4]]      \_StubRelation[[<no-fields>{r$}#7, n{r}#4]]The following join node:InlineJoin[LEFT,[n{r}#4],[n{r}#4]]|_Eval[[null[NULL] AS n#4]]| \_EsRelation[employees][<no-fields>{r$}#7]\_Aggregate[[n{r}#4],[COUNT(*[KEYWORD],true[BOOLEAN],PT0S[TIME_DURATION]) AS c#2, n{r}#4]]  \_StubRelation[[<no-fields>{r$}#7, n{r}#4]]should NOT have PruneLeftJoinOnNullMatchingField applied, because the right side is an Aggregate (originating from INLINE STATS). Since STATS supports GROUP BY null, the join key being null is a valid use case. Pruning this join would incorrectly eliminate the aggregation results, changing the query semantics.During LocalLogicalPlanOptimizer:ProjectExec[[c{r}#2, n{r}#4]]\_LimitExec[3[INTEGER],null]  \_ExchangeExec[[c{r}#2, n{r}#4],false]    \_FragmentExec[filter=null, estimatedRowSize=0, reducer=[], fragment=[<>Project[[c{r}#2, n{r}#4]]\_Limit[3[INTEGER],false,false]  \_InlineJoin[LEFT,[n{r}#4],[n{r}#4]]    |_Eval[[null[NULL] AS n#4]]    | \_EsRelation[employees][<no-fields>{r$}#7]    \_LocalRelation[[c{r}#2, n{r}#4],Page{blocks=[LongVectorBlock[vector=ConstantLongVector[positions=1, value=100]], ConstantNullBlock[positions=1]]}]<>]]The following join node:InlineJoin[LEFT,[n{r}#4],[n{r}#4]]|_Eval[[null[NULL] AS n#4]]| \_EsRelation[employees][<no-fields>{r$}#7]\_LocalRelation[[c{r}#2, n{r}#4],Page{blocks=[LongVectorBlock[vector=ConstantLongVector[positions=1, value=100]], ConstantNullBlock[positions=1]]}]should NOT have PruneLeftJoinOnNullMatchingField applied, because the right side is a LocalRelation (the Aggregate was optimized into a LocalRelation containing the pre-computed aggregation results). Pruning this join when the join key is null would discard the valid aggregation results stored in the LocalRelation, incorrectly producing null values instead of the expected count.SolutionThe fix ensures that PruneLeftJoinOnNullMatchingField only applies to LOOKUP JOIN nodes, where join.right() is an EsRelation. For INLINE STATS joins, the right side can be:Aggregate (before optimization), orLocalRelation (after the aggregate is optimized)By checking join.right() instanceof EsRelation, we correctly skip the pruning optimization for INLINE STATS joins, preserving the expected query results when grouping by null.;FALSE;docs;docs, x-pack;>bug, Team:Analytics, external-contributor, :Analytics/ES|QL, v9.3.1, v9.4.0;bugfix;Fix INLINE STATS GROUP BY null being incorrectly pruned | Update docs/changelog/140027.yaml | Merge branch 'refs/heads/main' into fix-inline-stats-null-grouping  # Conflicts: #	x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/action/EsqlCapabilities.java | Merge branch 'refs/heads/main' into fix-inline-stats-null-grouping  # Conflicts: #	x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/action/EsqlCapabilities.java | Merge branch 'refs/heads/main' into fix-inline-stats-null-grouping | Merge branch 'refs/heads/main' into fix-inline-stats-null-grouping  # Conflicts: #	x-pack/plugin/esql/qa/testFixtures/src/main/resources/inlinestats.csv-spec #	x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/action/EsqlCapabilities.java | Merge branch 'main' into fix-inline-stats-null-grouping  # Conflicts: #	x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/action/EsqlCapabilities.java | Using `join instanceof InlineJoin == false` check | Merge branch 'main' into fix-inline-stats-null-grouping | Merge branch 'main' into fix-inline-stats-null-grouping
141095;2026-01-22T12:41:27Z;2026-01-22T13:46:54Z;1,09;7;490;0;0;ESQL: Fix `INLINE STATS GROUP BY null` being incorrectly pruned (#140027);Backports #140027;FALSE;docs;docs, x-pack;>bug, backport, auto-merge-without-approval, :Analytics/ES|QL, v9.3.1;bugfix;ESQL: Fix `INLINE STATS GROUP BY null` being incorrectly pruned (#140027)  This PR fixes the issue where `INLINE STATS GROUP BY null` was being incorrectly pruned by `PruneLeftJoinOnNullMatchingField`.  Fixes #139887  ## Problem For query:  ``` FROM employees | INLINE STATS c = COUNT(*) BY n = null | KEEP c, n | LIMIT 3 ```  During `LogicalPlanOptimizer`:  ``` Limit[3[INTEGER],false,false] \_EsqlProject[[c{r}#2, n{r}#4]]   \_InlineJoin[LEFT,[n{r}#4],[n{r}#4]]     |_Eval[[null[NULL] AS n#4]]     | \_EsRelation[employees][<no-fields>{r$}#7]     \_Aggregate[[n{r}#4],[COUNT(*[KEYWORD],true[BOOLEAN],PT0S[TIME_DURATION]) AS c#2, n{r}#4]]       \_StubRelation[[<no-fields>{r$}#7, n{r}#4]] ```  The following join node:  ``` InlineJoin[LEFT,[n{r}#4],[n{r}#4]] |_Eval[[null[NULL] AS n#4]] | \_EsRelation[employees][<no-fields>{r$}#7] \_Aggregate[[n{r}#4],[COUNT(*[KEYWORD],true[BOOLEAN],PT0S[TIME_DURATION]) AS c#2, n{r}#4]]   \_StubRelation[[<no-fields>{r$}#7, n{r}#4]] ```  should NOT have `PruneLeftJoinOnNullMatchingField` applied, because the right side is an `Aggregate` (originating from `INLINE STATS`). Since `STATS` supports `GROUP BY null`, the join key being null is a valid use case. Pruning this join would incorrectly eliminate the aggregation results, changing the query semantics.  During `LocalLogicalPlanOptimizer`:  ``` ProjectExec[[c{r}#2, n{r}#4]] \_LimitExec[3[INTEGER],null]   \_ExchangeExec[[c{r}#2, n{r}#4],false]     \_FragmentExec[filter=null, estimatedRowSize=0, reducer=[], fragment=[<> Project[[c{r}#2, n{r}#4]] \_Limit[3[INTEGER],false,false]   \_InlineJoin[LEFT,[n{r}#4],[n{r}#4]]     |_Eval[[null[NULL] AS n#4]]     | \_EsRelation[employees][<no-fields>{r$}#7]     \_LocalRelation[[c{r}#2, n{r}#4],Page{blocks=[LongVectorBlock[vector=ConstantLongVector[positions=1, value=100]], ConstantNullBlock[positions=1]]}]<>]] ```  The following join node:  ``` InlineJoin[LEFT,[n{r}#4],[n{r}#4]] |_Eval[[null[NULL] AS n#4]] | \_EsRelation[employees][<no-fields>{r$}#7] \_LocalRelation[[c{r}#2, n{r}#4],Page{blocks=[LongVectorBlock[vector=ConstantLongVector[positions=1, value=100]], ConstantNullBlock[positions=1]]}] ```  should NOT have `PruneLeftJoinOnNullMatchingField` applied, because the right side is a `LocalRelation` (the `Aggregate` was optimized into a `LocalRelation` containing the pre-computed aggregation results). Pruning this join when the join key is null would discard the valid aggregation results stored in the `LocalRelation`, incorrectly producing null values instead of the expected count.  ## Solution The fix ensures that `PruneLeftJoinOnNullMatchingField` only applies to `LOOKUP JOIN` nodes, where `join.right()` is an `EsRelation`. For `INLINE STATS` joins, the right side can be:   - `Aggregate` (before optimization), or  - `LocalRelation` (after the aggregate is optimized)  By checking `join.right() instanceof EsRelation`, we correctly skip the pruning optimization for `INLINE STATS` joins, preserving the expected query results when grouping by null.  (cherry picked from commit f3ccb70424c86be7a1cbd63d95f959ce62c51e2d)
140901;2026-01-19T13:20:01Z;2026-01-22T12:59:46Z;71,66;4;157;1;2;ES|QL: Prune subqueries with empty results;Expands #140593 to subqueries.@fang-xing-esql let me know if there are additional tests we need.;FALSE;x-pack;x-pack;>non-issue, Team:Analytics, :Analytics/ES|QL, v9.4.0;other;Expand optimization to UnionAll | Update PushDownFilterAndLimitIntoUnionAllTests | [CI] Auto commit changes from spotless | Add csv test when all subqueries are pruned | Merge branch 'main' into subqueries_trim_empty
141092;2026-01-22T10:58:11Z;2026-01-22T12:31:10Z;1,55;1;20;1;2;ES|QL: More logging for generative tests;Adding more logging to GenerativeRestTest, to cover failures in the query generation rather than in the execution.In some circumstances, the generator could fail generating a new command because of something unexpected in the result of the previous query execution (eg. duplicate columns or invalid field names, see #141071).With this fix, we also log the previous query, to make the failure debug easier.;FALSE;x-pack;x-pack;>test, Team:Analytics, :Analytics/ES|QL, v9.4.0;test;ES|QL: More logging for generative tests
141048;2026-01-21T13:32:41Z;2026-01-22T12:28:09Z;22,92;1;8;2;1;Remove project_routing from URL path param in _project/tags;This change removes support for project_routing in the URL path param. project_routing param was allowed in both the URL path param and in the body, but for most endpoint we have decided to support it only in the body to avoid confusion about which one has priority if the user includes it in both places.;FALSE;rest-api-spec;rest-api-spec;>non-issue, :Core/Infra/REST API, Team:Core/Infra, v9.4.0;other;ES-13983 Remove project_routing from URL path param in _project/tags | Merge branch 'main' into ES-13983 | Merge branch 'main' into ES-13983
141046;2026-01-21T13:02:03Z;2026-01-22T12:16:54Z;23,25;8;338;2;4;PromQL: ln+sgn+deg+rad+log2;As title.;FALSE;docs;docs, x-pack;>non-issue, Team:StorageEngine, :StorageEngine/ES|QL, v9.4.0;other;sgn | ln | deg | rad | log2 | cosmetics | fix | kibana definitions for new functions
141071;2026-01-21T18:37:25Z;2026-01-22T10:44:53Z;16,12;1;2;1;1;ESQL: Account for duplicate entries in EvalGenerator;Fixes elastic/elasticsearch-serverless#5304I couldn't find a reason for a true concern regarding the input that comes to an eval generator as being duplicated. Testing the query that spawned the error above, there didn't seem to be an issue with it.;FALSE;x-pack;x-pack;>test, Team:Analytics, :Analytics/ES|QL, v9.3.1, v9.4.0, v9.2.5;other;Account for duplicated Column keys | Merge branch 'main' of https://github.com/elastic/elasticsearch into account_for_duplicate_entries | Merge branch 'main' into account_for_duplicate_entries | Merge branch 'main' into account_for_duplicate_entries
141064;2026-01-21T16:28:48Z;2026-01-22T10:26:18Z;17,96;9;377;0;0;[8.19] Migrate third party module tests using legacy test clusters framework (#140991);BackportThis will backport the following commits from main to 8.19:Migrate third party module tests using legacy test clusters framework (#140991)Questions ?Please refer to the Backport tool documentation;FALSE;build-tools-internal;build-tools-internal, x-pack;>test, :Core/Infra/Core, backport, Team:Core/Infra, auto-merge-without-approval, v8.19.11;test;Migrate third party module tests using legacy test clusters framework (#140991)  (cherry picked from commit e5f96379c234fe94059ffc6650f5388d35f4bb39)  # Conflicts: #	build-tools-internal/src/main/java/org/elasticsearch/gradle/internal/RestrictedBuildApiService.java #	x-pack/qa/third-party/jira/build.gradle | Merge branch '8.19' into backport/8.19/pr-140991
140475;2026-01-09T21:02:56Z;2026-01-21T22:01:06Z;288,97;14;774;5;13;Partition time-series source;Today, for rate aggregations, we can't partition a target shard by DOC or SEGMENT, only by SHARD. Because of this, we rely on ROUND_TO from time_bucket to partition the target shard into multiple slices. However, the number of slices can be either too many or too few. Too few large slices might under-utilize the CPUs and require a large amount of memory to buffer data points. Many smaller slices solve these issues but add significant overhead.This change replaces the ROUND_TO partitioning with time-based partitioning for time-series sources. One potential overhead of this method compared to ROUND_TO is that, with ROUND_TO, we do not need to perform round_to for the timestamp, as the query source provides this constant.I benchmarked this change with:100_hosts_1h: 350ms -> 220ms100_hosts_5m: 280ms -> 310ms (the 30ms difference is due to round_to, which the previous partitioning could avoid).10k_hosts_1h: 21s -> 20s10k_hosts_5m: 125s -> 60sAlthough there is a performance regression for 5m queries, I think we should proceed with this change, as overall it should significantly speed up queries and manage memory better. I will look into reducing the overhead of round_to for time-series.Related to #139186;FALSE;docs;docs, x-pack;>enhancement, auto-backport, Team:StorageEngine, :StorageEngine/ES|QL, v9.3.1, v9.4.0;other;Partition time-series source | Update docs/changelog/140475.yaml | comment | adjust the estimate | TRANGE | Merge remote-tracking branch 'elastic/main' into partition-time-series-source | Merge remote-tracking branch 'elastic/main' into partition-time-series-source | Merge remote-tracking branch 'elastic/main' into partition-time-series-source | fix bwc
138333;2025-11-20T04:56:46Z;2026-01-22T06:10:32Z;1513,23;2;175;2;20;Make SnapshotResiliencyTests extensible for stateless;"This a pure refactor for SnapshotResiliencyTests to make it possible to be extended on the stateless side. The main changes are (1) allowing subclasses for the test class and friends; (2) extracting TestCluster related code into its own file; (3) allowing predefined executors to run as part of DeterministicQueue.";FALSE;server;server;>test, :Distributed Coordination/Snapshot/Restore, auto-merge-without-approval, serverless-linked, Team:Distributed Coordination, v9.4.0;test;Refactor SnapshotResiliencyTests to make it extendable to stateless  Also expand DeterministicTaskQueue | Add support for search node and search shard | license header | Merge remote-tracking branch 'origin/main' into extend-snapshot-resiliency-tests-to-stateless | Merge remote-tracking branch 'origin/main' into extend-snapshot-resiliency-tests-to-stateless | revert changes for DeterministicTaskQueue | Use direct executor | fix reconfigurator | fix number of default shards | fix wait for green after restore
141086;2026-01-21T23:21:26Z;2026-01-22T00:43:19Z;1,36;14;774;0;0;[9.3] Partition time-series source (#140475);BackportThis will backport the following commits from main to 9.3:Partition time-series source (#140475)Questions ?Please refer to the Backport tool documentation;FALSE;docs;docs, x-pack;backport, v9.3.1;other;Partition time-series source (#140475)  Today, for rate aggregations, we can't partition a target shard by DOC or SEGMENT, only by SHARD. Because of this, we rely on ROUND_TO from time_bucket to partition the target shard into multiple slices. However, the number of slices can be either too many or too few. Too few large slices might under-utilize the CPUs and require a large amount of memory to buffer data points. Many smaller slices solve these issues but add significant overhead.  This change replaces the ROUND_TO partitioning with time-based partitioning for time-series sources. One potential overhead of this method compared to ROUND_TO is that, with ROUND_TO, we do not need to perform round_to for the timestamp, as the query source provides this constant.  (cherry picked from commit 54ee110805decbd6348fd9c35c0cf19653c1759e)  # Conflicts: #	x-pack/plugin/esql/qa/testFixtures/src/main/resources/k8s-timeseries.csv-spec #	x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/action/EsqlCapabilities.java
141027;2026-01-21T00:02:59Z;2026-01-21T23:55:39Z;23,88;4;219;1;2;[Inference API] Set MockResponse body at runtime to prevent race;This commit adds the ability to set the body of a MockResponse at runtime to allow the content of the body to be determined by the MockRequest that is supposed to generate the response. This prevents a race condition where responses were not being paired up with their intended requests due to the requests being sent in parallel.Closes #138451Closes #140890;FALSE;root;root, x-pack;>test, Feature:GenAI, :SearchOrg/Inference, Team:Search - Inference, v9.4.0;other;Set MockResponse body at runtime to prevent race  This commit adds the ability to set the body of a MockResponse at runtime to allow the content of the body to be determined by the MockRequest that is supposed to generate the response. This prevents a race condition where responses were not being paired up with their intended requests due to the requests being sent in parallel.  Closes #138451 Closes #140890 | Improve trace logging for MockResponse | Merge branch 'main' into fix-jina-service-test | Merge branch 'main' into fix-jina-service-test
141080;2026-01-21T20:37:19Z;2026-01-21T22:11:42Z;1,57;1;16;1;1;Fixed version check failures in tests in serverless;"Some tests are failing in serverless due to a new version check I added. The problem is that in serverless a nodes's version is replaced by a commit hash, which breaks the test.Addresses elastic/elasticsearch-serverless#5308Verified by running against the serverless repo:./gradlew "":qa:stateful:x-pack:plugin:logsdb:qa:rolling-upgrade:javaRestTest"" --tests ""org.elasticsearch.xpack.logsdb.KeywordRollingUpgradeIT.testIndexing"" -Dtests.seed=C84C749B75B57064 -Dtests.locale=no-NO -Dtests.timezone=America/Monterrey -Druntime.java=25";FALSE;x-pack;x-pack;>test, Team:StorageEngine, :StorageEngine/Logs, v9.4.0;bugfix;Fixed version check failures in tests in serverless | [CI] Auto commit changes from spotless
141081;2026-01-21T20:45:33Z;2026-01-21T21:59:34Z;1,23;6;1522;0;0;[9.3] Use a single array for buffering rate data points (#140855);BackportThis will backport the following commits from main to 9.3:Use a single array for buffering rate data points (#140855)Questions ?Please refer to the Backport tool documentation;FALSE;docs;docs, x-pack;backport, v9.3.1;other;"Use a single array for buffering rate data points (#140855)  This change switches to a single array for buffering data points in rate aggregation, providing several benefits:  1. Minimal memory waste: Previously, each group over-allocated 1/8 or an extra page of the required memory to minimize allocations. For example, with 10,000 time series and 30 time-buckets each, this could reserve an extra 10,000 * 30 * 16,384 = 4,915,200,000 bytes (~4.9GB), and with 8 concurrent drivers, up to 40GB of extra memory.  2. Fewer objects, making it more GC-friendly.  3. Easier future disk spill: With a single array, spilling the initial pages to disk is easier to implement.  This approach may result in more ""slices"" than before, since slices cannot be combined across segments. However, the slice merging process has been improved to reduce this overhead.  Performance tests with 100 hosts (270 million data points) show a 10% reduction in rate_1h response time (from 420ms to 380ms), though performance was not the primary goal of this change.  (cherry picked from commit 5c1521c90d063b460f9440aaa33d044863daa0cb)"
140855;2026-01-18T02:12:07Z;2026-01-20T18:48:55Z;64,61;6;1513;7;9;Use a single array for buffering rate data points;"This change switches to a single array for buffering data points in rate aggregation, providing several benefits:Minimal memory waste: Previously, each group over-allocated 1/8 or an extra page of the required memory to minimize allocations. For example, with 10,000 time series and 30 time-buckets each, this could reserve an extra 10,000 * 30 * 16,384 = 4,915,200,000 bytes (~4.9GB), and with 8 concurrent drivers, up to 40GB of extra memory.Fewer objects, making it more GC-friendly.Easier future disk spill: With a single array, spilling the initial pages to disk is easier to implement.This approach may result in more ""slices"" than before, since slices cannot be combined across segments. However, the slice merging process has been improved to reduce this overhead.Performance tests with 100 hosts (270 million data points) show a 10% reduction in rate_1h response time (from 420ms to 380ms), though performance was not the primary goal of this change.";FALSE;docs;docs, x-pack;>enhancement, Team:StorageEngine, :StorageEngine/ES|QL, v9.3.1, v9.4.0;other;Use single buffer for rate | Update docs/changelog/140855.yaml | Update x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/aggregation/AbstractRateGroupingFunction.java  Co-authored-by: Kostas Krikellas <131142368+kkrik-es@users.noreply.github.com> | Update x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/aggregation/AbstractRateGroupingFunction.java  Co-authored-by: Jonas Kunz <j+github@kunzj.de> | Merge remote-tracking branch 'elastic/main' into rate-single-array | comment | Merge remote-tracking branch 'dnhatn/rate-single-array' into rate-single-array | comment | comment | stylecheck

;;;;; ANÁLISE ESTATÍSTICA DESCRITIVA ;;;;;

;### TEMPO ATÉ MERGE (horas) ###
;--- ESTATÍSTICAS DESCRITIVAS BÁSICAS ---
;Número de observações (n);100
;Mínimo;0,01
;Máximo;2685,39
;Amplitude total;2685,38
;Média aritmética (μ);158,24
;Mediana;20,41
;--- MEDIDAS DE DISPERSÃO ---
;Desvio padrão amostral (s);385,13
;Variância;148322,15
;Coeficiente de variação;243,39%
;Amplitude Interquartil (AIQ);76,44
;--- QUARTIS E PERCENTIS ---
;Percentil 10%;0,90
;Percentil 25% (Q1);1,27
;Percentil 50% (Mediana);20,41
;Percentil 75% (Q3);77,71
;Percentil 90%;365,93
;--- IDENTIFICAÇÃO DE OUTLIERS (CRITÉRIO DE TUKEY, 1977) ---
;Limite inferior (Q1 - 1,5 × AIQ);-113,40
;Limite superior (Q3 + 1,5 × AIQ);192,37
;Número de outliers;19
;Percentual de outliers;19,00%
;--- CLASSIFICAÇÃO POR PERCENTIS (HINDMAN E FAN, 1996) ---
;Faixa;Classificação;Intervalo
;Muito Baixa;0% a 10%;≤ 0,90
;Baixa;10% a 25%;0,90 a 1,27
;Média;25% a 75%;1,27 a 77,71
;Alta;75% a 90%;77,71 a 365,93
;Muito Alta;90% a 100%;≥ 365,93

;### ARQUIVOS ALTERADOS (arquivos) ###
;--- ESTATÍSTICAS DESCRITIVAS BÁSICAS ---
;Número de observações (n);100
;Mínimo;1,00
;Máximo;59,00
;Amplitude total;58,00
;Média aritmética (μ);8,42
;Mediana;5,00
;--- MEDIDAS DE DISPERSÃO ---
;Desvio padrão amostral (s);10,66
;Variância;113,72
;Coeficiente de variação;126,65%
;Amplitude Interquartil (AIQ);9,75
;--- QUARTIS E PERCENTIS ---
;Percentil 10%;1,00
;Percentil 25% (Q1);2,00
;Percentil 50% (Mediana);5,00
;Percentil 75% (Q3);11,75
;Percentil 90%;16,40
;--- IDENTIFICAÇÃO DE OUTLIERS (CRITÉRIO DE TUKEY, 1977) ---
;Limite inferior (Q1 - 1,5 × AIQ);-12,62
;Limite superior (Q3 + 1,5 × AIQ);26,38
;Número de outliers;4
;Percentual de outliers;4,00%
;--- CLASSIFICAÇÃO POR PERCENTIS (HINDMAN E FAN, 1996) ---
;Faixa;Classificação;Intervalo
;Muito Baixa;0% a 10%;≤ 1,00
;Baixa;10% a 25%;1,00 a 2,00
;Média;25% a 75%;2,00 a 11,75
;Alta;75% a 90%;11,75 a 16,40
;Muito Alta;90% a 100%;≥ 16,40

;### LINHAS MODIFICADAS (linhas) ###
;--- ESTATÍSTICAS DESCRITIVAS BÁSICAS ---
;Número de observações (n);100
;Mínimo;1,00
;Máximo;3729,00
;Amplitude total;3728,00
;Média aritmética (μ);371,10
;Mediana;184,00
;--- MEDIDAS DE DISPERSÃO ---
;Desvio padrão amostral (s);621,71
;Variância;386521,20
;Coeficiente de variação;167,53%
;Amplitude Interquartil (AIQ);438,00
;--- QUARTIS E PERCENTIS ---
;Percentil 10%;6,00
;Percentil 25% (Q1);21,25
;Percentil 50% (Mediana);184,00
;Percentil 75% (Q3);459,25
;Percentil 90%;774,00
;--- IDENTIFICAÇÃO DE OUTLIERS (CRITÉRIO DE TUKEY, 1977) ---
;Limite inferior (Q1 - 1,5 × AIQ);-635,75
;Limite superior (Q3 + 1,5 × AIQ);1116,25
;Número de outliers;7
;Percentual de outliers;7,00%
;--- CLASSIFICAÇÃO POR PERCENTIS (HINDMAN E FAN, 1996) ---
;Faixa;Classificação;Intervalo
;Muito Baixa;0% a 10%;≤ 6,00
;Baixa;10% a 25%;6,00 a 21,25
;Média;25% a 75%;21,25 a 459,25
;Alta;75% a 90%;459,25 a 774,00
;Muito Alta;90% a 100%;≥ 774,00

;;;;; INFORMAÇÕES METODOLÓGICAS ;;;;;
;--- FÓRMULAS UTILIZADAS ---
;Média aritmética (Triola, 2024);μ = Σ(xi) / n
;Desvio padrão amostral;s = √[Σ(xi - μ)² / (n-1)]
;Amplitude Interquartil;AIQ = Q3 - Q1
;Limites de Tukey (1977);LI = Q1 - 1,5×AIQ / LS = Q3 + 1,5×AIQ
;Método de percentis;Hyndman e Fan (1996), p = (i-1)/(n-1)
;Coeficiente de variação;CV = (s/μ) × 100%

;;;;; INTERPRETAÇÃO DOS RESULTADOS ;;;;;
;--- ORIENTAÇÕES PARA ANÁLISE ---
;1. Média e Mediana;Compare estes valores. Se média > mediana, há assimetria positiva
;2. Desvio Padrão;Quanto maior, maior a dispersão dos dados em relação à média
;3. Coeficiente de Variação;CV < 15%: baixa variabilidade; 15-30%: média; >30%: alta
;4. Outliers;Valores além dos limites de Tukey podem indicar casos atípicos
;5. AIQ;Representa a faixa onde está concentrada a metade central dos dados
;6. Classificação;Use os percentis para categorizar novos PRs em termos de complexidade

